Entry	Entry Name	Protein names	Gene Names	Length	Pathway	Gene Ontology (biological process)	Gene Ontology IDs
A0A3S0ZWZ4	A0A3S0ZWZ4_ELYCH	Protein EFR3 homolog B	EGW08_003481	830			
A0A3S0ZWZ5	A0A3S0ZWZ5_ELYCH	Uncharacterized protein	EGW08_007170	274			
A0A3S0ZWZ9	A0A3S0ZWZ9_ELYCH	Uncharacterized protein	EGW08_004152	297			
A0A3S0ZX03	A0A3S0ZX03_ELYCH	Uncharacterized protein	EGW08_003500	130			
A0A3S0ZX04	A0A3S0ZX04_ELYCH	Dedicator of cytokinesis protein 9	EGW08_014889	2058		small GTPase mediated signal transduction [GO:0007264]	GO:0005085; GO:0007264
A0A3S0ZX07	A0A3S0ZX07_ELYCH	CHCH domain-containing protein	EGW08_004168	156			
A0A3S0ZX09	A0A3S0ZX09_ELYCH	Ig-like domain-containing protein	EGW08_003429	274			
A0A3S0ZX12	A0A3S0ZX12_ELYCH	Uncharacterized protein	EGW08_014853	211			
A0A3S0ZX15	A0A3S0ZX15_ELYCH	Polysaccharide pyruvyl transferase domain-containing protein	EGW08_007104	800			GO:0016020
A0A3S0ZX16	A0A3S0ZX16_ELYCH	Uncharacterized protein	EGW08_004091	105			
A0A3S0ZX21	A0A3S0ZX21_ELYCH	CABIT domain-containing protein	EGW08_007068	1163			
A0A3S0ZX26	A0A3S0ZX26_ELYCH	BHLH domain-containing protein	EGW08_004109	224			GO:0046983
A0A3S0ZX29	A0A3S0ZX29_ELYCH	Uncharacterized protein	EGW08_007092	132			
A0A3S0ZX31	A0A3S0ZX31_ELYCH	Phospholipase A-2-activating protein	EGW08_003400	768			GO:0005737
A0A3S0ZX32	A0A3S0ZX32_ELYCH	Uncharacterized protein	EGW08_014830	745			GO:0008270; GO:0061630
A0A3S0ZX35	A0A3S0ZX35_ELYCH	Dynein heavy chain linker domain-containing protein	EGW08_004066	533		microtubule-based movement [GO:0007018]	GO:0005524; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A3S0ZX38	A0A3S0ZX38_ELYCH	Uncharacterized protein	EGW08_007040	145			
A0A3S0ZX40	A0A3S0ZX40_ELYCH	Synembryn-A	EGW08_014804	195			GO:0005085; GO:0005737
A0A3S0ZX41	A0A3S0ZX41_ELYCH	Uncharacterized protein	EGW08_003323	616			
A0A3S0ZX42	A0A3S0ZX42_ELYCH	Transporter	EGW08_004081	143			GO:0015293; GO:0016020
A0A3S0ZX44	A0A3S0ZX44_ELYCH	Uncharacterized protein	EGW08_006992	194			
A0A3S0ZX48	A0A3S0ZX48_ELYCH	Dipeptidylpeptidase IV N-terminal domain-containing protein	EGW08_014785	118			GO:0016020
A0A3S0ZX49	A0A3S0ZX49_ELYCH	Chitin-binding type-4 domain-containing protein	EGW08_003340	212			
A0A3S0ZX52	A0A3S0ZX52_ELYCH	Uncharacterized protein	EGW08_004036	152			
A0A3S0ZX55	A0A3S0ZX55_ELYCH	Uncharacterized protein	EGW08_007013	781			
A0A3S0ZX56	A0A3S0ZX56_ELYCH	CAP-Gly domain-containing protein	EGW08_003354	359			
A0A3S0ZX60	A0A3S0ZX60_ELYCH	Uncharacterized protein	EGW08_014771	180			
A0A3S0ZX61	A0A3S0ZX61_ELYCH	Uncharacterized protein	EGW08_003986	166			
A0A3S0ZX63	A0A3S0ZX63_ELYCH	TIR domain-containing protein	EGW08_006970	417			
A0A3S0ZX66	A0A3S0ZX66_ELYCH	Apextrin C-terminal domain-containing protein	EGW08_003267	434			
A0A3S0ZX73	A0A3S0ZX73_ELYCH	Ion transport domain-containing protein	EGW08_006944	453			GO:0005249; GO:0008076
A0A3S0ZX75	A0A3S0ZX75_ELYCH	Glutamyl/glutaminyl-tRNA synthetase class Ib catalytic domain-containing protein	EGW08_004002	167		tRNA aminoacylation for protein translation [GO:0006418]	GO:0004812; GO:0005524; GO:0006418
A0A3S0ZX76	A0A3S0ZX76_ELYCH	H15 domain-containing protein	EGW08_003281	266		nucleosome assembly [GO:0006334]	GO:0000786; GO:0003677; GO:0006334
A0A3S0ZX83	A0A3S0ZX83_ELYCH	C2H2-type domain-containing protein	EGW08_004018	771			
A0A3S0ZX86	A0A3S0ZX86_ELYCH	Uncharacterized protein	EGW08_003292	157			GO:0016020
A0A3S0ZX87	A0A3S0ZX87_ELYCH	t-SNARE coiled-coil homology domain-containing protein	EGW08_014747	206			
A0A3S0ZX94	A0A3S0ZX94_ELYCH	MSP domain-containing protein	EGW08_003974	548			GO:0016020
A0A3S0ZX95	A0A3S0ZX95_ELYCH	Uncharacterized protein	EGW08_003223	109			
A0A3S0ZX96	A0A3S0ZX96_ELYCH	Methyltransferase type 11 domain-containing protein	EGW08_014728	941			GO:0008168
A0A3S0ZXA1	A0A3S0ZXA1_ELYCH	UDENN domain-containing protein	EGW08_006890	575			GO:0005085; GO:0031410
A0A3S0ZXA4	A0A3S0ZXA4_ELYCH	Uncharacterized protein	EGW08_003927	647			GO:0016020
A0A3S0ZXA5	A0A3S0ZXA5_ELYCH	Metallo-beta-lactamase domain-containing protein	EGW08_003237	243			
A0A3S0ZXA7	A0A3S0ZXA7_ELYCH	TLC domain-containing protein	EGW08_014716	119			GO:0016020
A0A3S0ZXB3	A0A3S0ZXB3_ELYCH	Small monomeric GTPase	EGW08_003941	227			GO:0003924; GO:0005525
A0A3S0ZXB9	A0A3S0ZXB9_ELYCH	Uncharacterized protein	EGW08_014682	122			
A0A3S0ZXC1	A0A3S0ZXC1_ELYCH	Uncharacterized protein	EGW08_003200	483			
A0A3S0ZXC2	A0A3S0ZXC2_ELYCH	Uncharacterized protein	EGW08_003893	421			GO:0016020
A0A3S0ZXC9	A0A3S0ZXC9_ELYCH	Uncharacterized protein	EGW08_006840	135			GO:0016020
A0A3S0ZXD0	A0A3S0ZXD0_ELYCH	Uncharacterized protein	EGW08_003218	370			GO:0004497; GO:0005506; GO:0016705; GO:0020037
A0A3S0ZXD4	A0A3S0ZXD4_ELYCH	C2H2-type domain-containing protein	EGW08_003908	745			
A0A3S0ZXD8	A0A3S0ZXD8_ELYCH	Uncharacterized protein	EGW08_006810	472			
A0A3S0ZXE0	A0A3S0ZXE0_ELYCH	TM2 domain-containing protein	EGW08_003174	272			GO:0016020
A0A3S0ZXE2	A0A3S0ZXE2_ELYCH	WASH complex subunit 4	EGW08_003865	1211			GO:0071203
A0A3S0ZXE3	A0A3S0ZXE3_ELYCH	Uncharacterized protein	EGW08_014648	201			GO:0016020
A0A3S0ZXE7	A0A3S0ZXE7_ELYCH	SCP domain-containing protein	EGW08_006829	392			GO:0016020
A0A3S0ZXE9	A0A3S0ZXE9_ELYCH	Prohormone-4	EGW08_003143	198			
A0A3S0ZXF6	A0A3S0ZXF6_ELYCH	CAP-Gly domain-containing protein	EGW08_014630	1972			
A0A3S0ZXF7	A0A3S0ZXF7_ELYCH	Pericentrin/AKAP-450 centrosomal targeting domain-containing protein	EGW08_006792	1933			
A0A3S0ZXG0	A0A3S0ZXG0_ELYCH	Methyltransferase domain-containing protein	EGW08_003848	277			GO:0003824
A0A3S0ZXG8	A0A3S0ZXG8_ELYCH	Uncharacterized protein	EGW08_003805	202			GO:0016020
A0A3S0ZXG9	A0A3S0ZXG9_ELYCH	Ubiquitin-like domain-containing protein	EGW08_003117	250			GO:0051087
A0A3S0ZXH1	A0A3S0ZXH1_ELYCH	DNA polymerase II subunit 2	EGW08_006767	353		DNA-templated DNA replication [GO:0006261]	GO:0003677; GO:0006261; GO:0008622
A0A3S0ZXH6	A0A3S0ZXH6_ELYCH	Ras-specific guanine nucleotide-releasing factor 2	EGW08_014597	1265		small GTPase mediated signal transduction [GO:0007264]	GO:0005085; GO:0007264
A0A3S0ZXH7	A0A3S0ZXH7_ELYCH	Uncharacterized protein	EGW08_003819	745			
A0A3S0ZXI1	A0A3S0ZXI1_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_003775	275			GO:0016020
A0A3S0ZXI2	A0A3S0ZXI2_ELYCH	Uncharacterized protein	EGW08_014581	1062			
A0A3S0ZXI3	A0A3S0ZXI3_ELYCH	Protein yippee-like	EGW08_003088	119			GO:0046872
A0A3S0ZXI5	A0A3S0ZXI5_ELYCH	Uncharacterized protein	EGW08_006717	179			
A0A3S0ZXJ2	A0A3S0ZXJ2_ELYCH	BAAT/Acyl-CoA thioester hydrolase C-terminal domain-containing protein	EGW08_006734	458		acyl-CoA metabolic process [GO:0006637]	GO:0005737; GO:0006637; GO:0016790
A0A3S0ZXJ5	A0A3S0ZXJ5_ELYCH	Endonuclease/exonuclease/phosphatase domain-containing protein	EGW08_003103	338			
A0A3S0ZXJ7	A0A3S0ZXJ7_ELYCH	Uncharacterized protein	EGW08_003790	118			GO:0016020
A0A3S0ZXK0	A0A3S0ZXK0_ELYCH	guanylate kinase (EC 2.7.4.8)	EGW08_014551	244		phosphorylation [GO:0016310]	GO:0004385; GO:0005524; GO:0016310
A0A3S0ZXK5	A0A3S0ZXK5_ELYCH	Uncharacterized protein	EGW08_003733	105			
A0A3S0ZXK7	A0A3S0ZXK7_ELYCH	Uncharacterized protein	EGW08_006700	244			
A0A3S0ZXL0	A0A3S0ZXL0_ELYCH	Uncharacterized protein	EGW08_003746	636			
A0A3S0ZXL3	A0A3S0ZXL3_ELYCH	Uncharacterized protein	EGW08_014539	171			GO:0016020
A0A3S0ZXL5	A0A3S0ZXL5_ELYCH	3CxxC-type domain-containing protein	EGW08_006657	385			GO:0003676; GO:0008270
A0A3S0ZXL6	A0A3S0ZXL6_ELYCH	E3 ubiquitin ligase UBR4 C-terminal domain-containing protein	EGW08_003764	3604			
A0A3S0ZXM3	A0A3S0ZXM3_ELYCH	Uncharacterized protein	EGW08_006672	184			
A0A3S0ZXM5	A0A3S0ZXM5_ELYCH	RAD51 interacting motif domain-containing protein	EGW08_003031	366			
A0A3S0ZXM8	A0A3S0ZXM8_ELYCH	Cadherin domain-containing protein	EGW08_003697	137			
A0A3S0ZXM9	A0A3S0ZXM9_ELYCH	DIX domain-containing protein	EGW08_014507	548		negative regulation of canonical Wnt signaling pathway [GO:0090090]; Wnt signaling pathway [GO:0016055]	GO:0016055; GO:0090090
A0A3S0ZXN2	A0A3S0ZXN2_ELYCH	Uncharacterized protein	EGW08_002980	918			GO:0003676; GO:0016020
A0A3S0ZXN4	A0A3S0ZXN4_ELYCH	28S ribosomal protein S9, mitochondrial	EGW08_006614	409		translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904
A0A3S0ZXN9	A0A3S0ZXN9_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_006635	531			GO:0016020; GO:0022857
A0A3S0ZXP1	A0A3S0ZXP1_ELYCH	Multivesicular body subunit 12A	EGW08_014500	289		protein transport [GO:0015031]	GO:0000813; GO:0015031; GO:0031902
A0A3S0ZXP5	A0A3S0ZXP5_ELYCH	SH3 domain-containing protein	EGW08_003652	827			
A0A3S0ZXP9	A0A3S0ZXP9_ELYCH	Uncharacterized protein	EGW08_002997	224			
A0A3S0ZXQ4	A0A3S0ZXQ4_ELYCH	Uncharacterized protein	EGW08_002946	209			
A0A3S0ZXR0	A0A3S0ZXR0_ELYCH	Tower domain-containing protein	EGW08_002971	752		double-strand break repair via homologous recombination [GO:0000724]	GO:0000724; GO:0003677
A0A3S0ZXR1	A0A3S0ZXR1_ELYCH	DDB1- and CUL4-associated factor 15 WD40 repeat-containing domain-containing protein	EGW08_003671	572		protein ubiquitination [GO:0016567]	GO:0016020; GO:0016567
A0A3S0ZXR5	A0A3S0ZXR5_ELYCH	Uncharacterized protein	EGW08_006599	313			
A0A3S0ZXR7	A0A3S0ZXR7_ELYCH	AMP-dependent synthetase/ligase domain-containing protein	EGW08_014477	669			
A0A3S0ZXS9	A0A3S0ZXS9_ELYCH	Protein kinase domain-containing protein	EGW08_003590	284		protein phosphorylation [GO:0006468]	GO:0004672; GO:0005524; GO:0006468
A0A3S0ZXT1	A0A3S0ZXT1_ELYCH	Uncharacterized protein	EGW08_006568	362			
A0A3S0ZXT5	A0A3S0ZXT5_ELYCH	Cadherin domain-containing protein	EGW08_003612	581		homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005886; GO:0007156
A0A3S0ZXU0	A0A3S0ZXU0_ELYCH	Uncharacterized protein	EGW08_014431	232			GO:0016020
A0A3S0ZXU1	A0A3S0ZXU1_ELYCH	Myosin tail domain-containing protein	EGW08_006506	437			GO:0016459; GO:0030016
A0A3S0ZXU3	A0A3S0ZXU3_ELYCH	Lipocalin/cytosolic fatty-acid binding domain-containing protein	EGW08_003566	169			GO:0008289
A0A3S0ZXU7	A0A3S0ZXU7_ELYCH	DNA polymerase delta subunit 4	EGW08_006526	129		DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]	GO:0000731; GO:0006260
A0A3S0ZXU8	A0A3S0ZXU8_ELYCH	Tyrosinase copper-binding domain-containing protein	EGW08_002888	657			GO:0008061; GO:0016491
A0A3S0ZXV0	A0A3S0ZXV0_ELYCH	Uncharacterized protein	EGW08_014389	325			
A0A3S0ZXV4	A0A3S0ZXV4_ELYCH	Uncharacterized protein	EGW08_003503	278			
A0A3S0ZXV6	A0A3S0ZXV6_ELYCH	Methylcytosine dioxygenase	EGW08_006461	1306			
A0A3S0ZXV7	A0A3S0ZXV7_ELYCH	Uncharacterized protein	EGW08_014367	85			GO:0016020
A0A3S0ZXV8	A0A3S0ZXV8_ELYCH	FZ domain-containing protein	EGW08_002823	118			
A0A3S0ZXW1	A0A3S0ZXW1_ELYCH	Fibronectin type-III domain-containing protein	EGW08_003520	148			
A0A3S0ZXW4	A0A3S0ZXW4_ELYCH	Uncharacterized protein	EGW08_006483	128			
A0A3S0ZXW8	A0A3S0ZXW8_ELYCH	Acyl-CoA dehydrogenase/oxidase C-terminal domain-containing protein	EGW08_014387	645			GO:0003995; GO:0050660
A0A3S0ZXW9	A0A3S0ZXW9_ELYCH	PDZ domain-containing protein	EGW08_003540	209			
A0A3S0ZXX0	A0A3S0ZXX0_ELYCH	Armadillo repeat-containing domain-containing protein	EGW08_002837	144			
A0A3S0ZXX7	A0A3S0ZXX7_ELYCH	Uncharacterized protein	EGW08_003463	208			
A0A3S0ZXY0	A0A3S0ZXY0_ELYCH	Uncharacterized protein	EGW08_002798	116			GO:0005272; GO:0016020
A0A3S0ZXY5	A0A3S0ZXY5_ELYCH	RNA (guanine-9-)-methyltransferase domain-containing protein 1	EGW08_006443	398		methylation [GO:0032259]; tRNA processing [GO:0008033]	GO:0005739; GO:0008033; GO:0008168; GO:0032259
A0A3S0ZXY6	A0A3S0ZXY6_ELYCH	Integrase catalytic domain-containing protein	EGW08_003479	688		DNA integration [GO:0015074]	GO:0003676; GO:0015074
A0A3S0ZXY7	A0A3S0ZXY7_ELYCH	Uncharacterized protein	EGW08_014337	246			
A0A3S0ZXZ1	A0A3S0ZXZ1_ELYCH	Uncharacterized protein	EGW08_002816	141			
A0A3S0ZXZ2	A0A3S0ZXZ2_ELYCH	Cadherin domain-containing protein	EGW08_003493	274		homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0005886; GO:0007156
A0A3S0ZXZ4	A0A3S0ZXZ4_ELYCH	Dynein heavy chain	EGW08_014300	204			
A0A3S0ZXZ6	A0A3S0ZXZ6_ELYCH	MI domain-containing protein	EGW08_006383	796			GO:0003723
A0A3S0ZY03	A0A3S0ZY03_ELYCH	Coiled-coil domain-containing protein	EGW08_014294	314			GO:0042995
A0A3S0ZY04	A0A3S0ZY04_ELYCH	Aftiphilin clathrin-binding box domain-containing protein	EGW08_006406	167			
A0A3S0ZY13	A0A3S0ZY13_ELYCH	CNNM transmembrane domain-containing protein	EGW08_014276	399		magnesium ion homeostasis [GO:0010960]	GO:0010960; GO:0016020
A0A3S0ZY15	A0A3S0ZY15_ELYCH	DUF4758 domain-containing protein	EGW08_006361	498			
A0A3S0ZY16	A0A3S0ZY16_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_003373	306			GO:0004930; GO:0016020
A0A3S0ZY20	A0A3S0ZY20_ELYCH	Uncharacterized protein	EGW08_014255	161			
A0A3S0ZY21	A0A3S0ZY21_ELYCH	Uncharacterized protein	EGW08_003398	131			
A0A3S0ZY24	A0A3S0ZY24_ELYCH	Death domain-containing protein	EGW08_006374	194		signal transduction [GO:0007165]	GO:0007165; GO:0016020
A0A3S0ZY28	A0A3S0ZY28_ELYCH	Uncharacterized protein	EGW08_014223	217		mitochondrial respiratory chain complex I assembly [GO:0032981]	GO:0032981
A0A3S0ZY31	A0A3S0ZY31_ELYCH	LIM domain-containing protein	EGW08_002714	393			GO:0046872; GO:0110165
A0A3S0ZY33	A0A3S0ZY33_ELYCH	Uncharacterized protein	EGW08_006312	108			
A0A3S0ZY34	A0A3S0ZY34_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_003320	211			GO:0016020
A0A3S0ZY39	A0A3S0ZY39_ELYCH	Uncharacterized protein	EGW08_002663	240			
A0A3S0ZY41	A0A3S0ZY41_ELYCH	Uncharacterized protein	EGW08_003337	451			
A0A3S0ZY42	A0A3S0ZY42_ELYCH	Protein kinase domain-containing protein	EGW08_006327	103		protein phosphorylation [GO:0006468]	GO:0004672; GO:0005524; GO:0006468
A0A3S0ZY45	A0A3S0ZY45_ELYCH	Uncharacterized protein	EGW08_014212	389			
A0A3S0ZY47	A0A3S0ZY47_ELYCH	F5/8 type C domain-containing protein	EGW08_002678	218			
A0A3S0ZY51	A0A3S0ZY51_ELYCH	Uncharacterized protein	EGW08_003352	774			GO:0016020
A0A3S0ZY52	A0A3S0ZY52_ELYCH	Uncharacterized protein	EGW08_006343	1683			
A0A3S0ZY53	A0A3S0ZY53_ELYCH	Uncharacterized protein	EGW08_014187	120			
A0A3S0ZY55	A0A3S0ZY55_ELYCH	C2 domain-containing protein	EGW08_002691	999			GO:0001227
A0A3S0ZY57	A0A3S0ZY57_ELYCH	Uncharacterized protein	EGW08_003365	616			GO:0005524; GO:0140662
A0A3S0ZY60	A0A3S0ZY60_ELYCH	Akirin	EGW08_006285	194			GO:0005634
A0A3S0ZY64	A0A3S0ZY64_ELYCH	Small monomeric GTPase	EGW08_014175	225			GO:0003924; GO:0005525
A0A3S0ZY65	A0A3S0ZY65_ELYCH	CARD domain-containing protein	EGW08_002607	170		regulation of apoptotic process [GO:0042981]	GO:0002020; GO:0042981; GO:0070513
A0A3S0ZY66	A0A3S0ZY66_ELYCH	Calponin-homology (CH) domain-containing protein	EGW08_003276	217			
A0A3S0ZY69	A0A3S0ZY69_ELYCH	Uncharacterized protein	EGW08_006240	550		DNA replication-dependent chromatin assembly [GO:0006335]	GO:0005634; GO:0006335
A0A3S0ZY72	A0A3S0ZY72_ELYCH	Transmembrane protein	EGW08_014164	356			GO:0016020
A0A3S0ZY73	A0A3S0ZY73_ELYCH	BTB domain-containing protein	EGW08_002624	608			
A0A3S0ZY76	A0A3S0ZY76_ELYCH	FGFR1 oncogene partner (FOP) N-terminal dimerisation domain-containing protein	EGW08_003289	161		microtubule anchoring [GO:0034453]	GO:0005815; GO:0034453
A0A3S0ZY79	A0A3S0ZY79_ELYCH	Replicase polyprotein 1a	EGW08_006265	343			
A0A3S0ZY80	A0A3S0ZY80_ELYCH	Uncharacterized protein	EGW08_014145	125			
A0A3S0ZY82	A0A3S0ZY82_ELYCH	Peptidase S1 domain-containing protein	EGW08_002638	262		proteolysis [GO:0006508]	GO:0004252; GO:0006508
A0A3S0ZY85	A0A3S0ZY85_ELYCH	C-type lectin domain-containing protein	EGW08_003220	305			
A0A3S0ZY88	A0A3S0ZY88_ELYCH	Uncharacterized protein	EGW08_006228	210			
A0A3S0ZY89	A0A3S0ZY89_ELYCH	Nonsense-mediated mRNA decay factor SMG8	EGW08_014124	975		nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	GO:0000184
A0A3S0ZY91	A0A3S0ZY91_ELYCH	Uncharacterized protein	EGW08_002558	289			
A0A3S0ZY95	A0A3S0ZY95_ELYCH	Uncharacterized protein	EGW08_003249	100			
A0A3S0ZY99	A0A3S0ZY99_ELYCH	Protein FAM183A	EGW08_014112	136			GO:0005737; GO:0005856; GO:0042995
A0A3S0ZYA2	A0A3S0ZYA2_ELYCH	SOCS box domain-containing protein	EGW08_003193	296		intracellular signal transduction [GO:0035556]	GO:0035556
A0A3S0ZYA5	A0A3S0ZYA5_ELYCH	Protein-tyrosine-phosphatase	EGW08_014081	209		protein dephosphorylation [GO:0006470]	GO:0004725; GO:0006470; GO:0030141
A0A3S0ZYA7	A0A3S0ZYA7_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_006203	355			
A0A3S0ZYA8	A0A3S0ZYA8_ELYCH	Uncharacterized protein	EGW08_003214	207			
A0A3S0ZYB4	A0A3S0ZYB4_ELYCH	ADP-ribosylation factor 1	EGW08_003171	201		protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	GO:0003924; GO:0005525; GO:0005794; GO:0015031; GO:0016192
A0A3S0ZYB5	A0A3S0ZYB5_ELYCH	Uncharacterized protein	EGW08_014060	432			
A0A3S0ZYB6	A0A3S0ZYB6_ELYCH	UspA domain-containing protein	EGW08_006163	173			
A0A3S0ZYB8	A0A3S0ZYB8_ELYCH	Secreted protein	EGW08_002503	108			
A0A3S0ZYC3	A0A3S0ZYC3_ELYCH	Uncharacterized protein	EGW08_003188	230			
A0A3S0ZYC6	A0A3S0ZYC6_ELYCH	Uncharacterized protein	EGW08_014046	442			
A0A3S0ZYC7	A0A3S0ZYC7_ELYCH	CP-type G domain-containing protein	EGW08_006178	596			GO:0005525
A0A3S0ZYD3	A0A3S0ZYD3_ELYCH	Uncharacterized protein	EGW08_006121	224			
A0A3S0ZYD5	A0A3S0ZYD5_ELYCH	NodB homology domain-containing protein	EGW08_014025	330		carbohydrate metabolic process [GO:0005975]	GO:0005975
A0A3S0ZYD8	A0A3S0ZYD8_ELYCH	USP domain-containing protein	EGW08_002543	1228		protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0004843; GO:0006511; GO:0016579
A0A3S0ZYE0	A0A3S0ZYE0_ELYCH	Uncharacterized protein	EGW08_003115	447			
A0A3S0ZYE3	A0A3S0ZYE3_ELYCH	PDZ domain-containing protein	EGW08_006136	554			
A0A3S0ZYE4	A0A3S0ZYE4_ELYCH	Uncharacterized protein	EGW08_014036	221			
A0A3S0ZYE5	A0A3S0ZYE5_ELYCH	Fibronectin type-III domain-containing protein	EGW08_002447	171			
A0A3S0ZYE6	A0A3S0ZYE6_ELYCH	Protein kinase domain-containing protein	EGW08_003129	296		protein phosphorylation [GO:0006468]	GO:0004672; GO:0005524; GO:0006468
A0A3S0ZYF1	A0A3S0ZYF1_ELYCH	ABC transporter domain-containing protein	EGW08_014009	1293			GO:0005524; GO:0016020
A0A3S0ZYF3	A0A3S0ZYF3_ELYCH	LTD domain-containing protein	EGW08_006089	944			GO:0005882
A0A3S0ZYF4	A0A3S0ZYF4_ELYCH	Uncharacterized protein	EGW08_003085	1169		regulation of DNA-templated transcription [GO:0006355]	GO:0006355; GO:0016020; GO:0046983
A0A3S0ZYF8	A0A3S0ZYF8_ELYCH	Uncharacterized protein	EGW08_003101	208			
A0A3S0ZYF9	A0A3S0ZYF9_ELYCH	Decaprenyl-diphosphate synthase subunit 2	EGW08_006058	431		isoprenoid biosynthetic process [GO:0008299]	GO:0008299; GO:0016740
A0A3S0ZYG2	A0A3S0ZYG2_ELYCH	Uncharacterized protein	EGW08_013992	307			
A0A3S0ZYG5	A0A3S0ZYG5_ELYCH	Uncharacterized protein	EGW08_002491	169			GO:0016020
A0A3S0ZYG7	A0A3S0ZYG7_ELYCH	SLAIN motif-containing protein 2	EGW08_003055	500			
A0A3S0ZYG9	A0A3S0ZYG9_ELYCH	2,4-dienoyl-CoA reductase, mitochondrial	EGW08_013962	333			
A0A3S0ZYH0	A0A3S0ZYH0_ELYCH	Cystatin domain-containing protein	EGW08_006073	194			GO:0004869; GO:0005737
A0A3S0ZYH2	A0A3S0ZYH2_ELYCH	Carboxylic ester hydrolase (EC 3.1.1.-)	EGW08_003072	545			GO:0016787
A0A3S0ZYH3	A0A3S0ZYH3_ELYCH	Uncharacterized protein	EGW08_002413	1262			
A0A3S0ZYH7	A0A3S0ZYH7_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_013936	284			GO:0004930; GO:0016020
A0A3S0ZYH8	A0A3S0ZYH8_ELYCH	GH16 domain-containing protein	EGW08_006043	262		carbohydrate metabolic process [GO:0005975]	GO:0004553; GO:0005975
A0A3S0ZYI3	A0A3S0ZYI3_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002435	299			GO:0004930; GO:0016020
A0A3S0ZYI6	A0A3S0ZYI6_ELYCH	Trimeric autotransporter adhesin YadA-like C-terminal membrane anchor domain-containing protein	EGW08_006005	129			
A0A3S0ZYJ1	A0A3S0ZYJ1_ELYCH	Uncharacterized protein	EGW08_002374	165			
A0A3S0ZYJ2	A0A3S0ZYJ2_ELYCH	Uncharacterized protein	EGW08_006019	234			GO:0016020
A0A3S0ZYJ5	A0A3S0ZYJ5_ELYCH	CRAL-TRIO domain-containing protein	EGW08_013893	259			
A0A3S0ZYK0	A0A3S0ZYK0_ELYCH	Uncharacterized protein	EGW08_002390	241			
A0A3S0ZYK1	A0A3S0ZYK1_ELYCH	Fibulin-5	EGW08_005985	412		cell communication [GO:0007154]	GO:0005509; GO:0007154; GO:0016020
A0A3S0ZYK3	A0A3S0ZYK3_ELYCH	Death domain-containing protein	EGW08_013880	205			
A0A3S0ZYK4	A0A3S0ZYK4_ELYCH	Ubinuclein middle domain-containing protein	EGW08_002943	789			
A0A3S0ZYK7	A0A3S0ZYK7_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002967	189			GO:0016020
A0A3S0ZYK8	A0A3S0ZYK8_ELYCH	Uncharacterized protein	EGW08_013869	164			
A0A3S0ZYL1	A0A3S0ZYL1_ELYCH	C-type lectin domain-containing protein	EGW08_002406	196			
A0A3S0ZYL3	A0A3S0ZYL3_ELYCH	Uncharacterized protein	EGW08_006001	172			
A0A3S0ZYL7	A0A3S0ZYL7_ELYCH	Uncharacterized protein	EGW08_013840	368			
A0A3S0ZYL9	A0A3S0ZYL9_ELYCH	Uncharacterized protein	EGW08_002916	606			
A0A3S0ZYM0	A0A3S0ZYM0_ELYCH	Uncharacterized protein	EGW08_002342	141			
A0A3S0ZYM1	A0A3S0ZYM1_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_005966	356			GO:0004930; GO:0016020
A0A3S0ZYM5	A0A3S0ZYM5_ELYCH	Peroxisomal membrane protein 11C	EGW08_013826	245		peroxisome fission [GO:0016559]	GO:0005778; GO:0016559
A0A3S0ZYM9	A0A3S0ZYM9_ELYCH	Mitoferrin	EGW08_005935	327		transmembrane transport [GO:0055085]	GO:0016020; GO:0055085
A0A3S0ZYN1	A0A3S0ZYN1_ELYCH	Uncharacterized protein	EGW08_002356	476			
A0A3S0ZYN3	A0A3S0ZYN3_ELYCH	Coilin N-terminal domain-containing protein	EGW08_013806	821			
A0A3S0ZYN9	A0A3S0ZYN9_ELYCH	ADP-ribosylarginine hydrolase	EGW08_002286	366		protein de-ADP-ribosylation [GO:0051725]	GO:0000287; GO:0003875; GO:0051725
A0A3S0ZYP0	A0A3S0ZYP0_ELYCH	G-patch domain-containing protein	EGW08_013791	433			GO:0003676
A0A3S0ZYP7	A0A3S0ZYP7_ELYCH	C2 domain-containing protein	EGW08_002303	851			GO:0032991; GO:0110165
