Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
A0A3S1AEL2	unreviewed	A0A3S1AEL2_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002378	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	601	GO:0004930; GO:0016020
A0A3S1AEM1	unreviewed	A0A3S1AEM1_ELYCH	Uncharacterized protein	EGW08_002398	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	107	
A0A3S1AEM8	unreviewed	A0A3S1AEM8_ELYCH	Uncharacterized protein	EGW08_002325	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	261	
A0A3S1AEN7	unreviewed	A0A3S1AEN7_ELYCH	Uncharacterized protein	EGW08_002348	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	453	GO:0008168; GO:0032259
A0A3S1AEP7	unreviewed	A0A3S1AEP7_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_002275	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	124	
A0A3S1AEQ9	unreviewed	A0A3S1AEQ9_ELYCH	Uncharacterized protein	EGW08_002295	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	659	GO:0016020
A0A3S1AER8	unreviewed	A0A3S1AER8_ELYCH	Aminopeptidase	EGW08_002310	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	710	GO:0008237; GO:0008270
A0A3S1AEU6	unreviewed	A0A3S1AEU6_ELYCH	Nucleoside diphosphate kinase-like domain-containing protein	EGW08_002203	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	342	
A0A3S1AEX0	unreviewed	A0A3S1AEX0_ELYCH	Uncharacterized protein	EGW08_002163	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	254	
A0A3S1AEX8	unreviewed	A0A3S1AEX8_ELYCH	Acyl-ACP thioesterase	EGW08_002181	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	292	GO:0006633; GO:0016790
A0A3S1AF15	unreviewed	A0A3S1AF15_ELYCH	Uncharacterized protein	EGW08_002110	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	203	
A0A3S1AF26	unreviewed	A0A3S1AF26_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_002036	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	166	GO:0016020; GO:0022857
A0A3S1AF35	unreviewed	A0A3S1AF35_ELYCH	Uncharacterized protein	EGW08_002046	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	269	GO:0005886; GO:0007338
A0A3S1AF43	unreviewed	A0A3S1AF43_ELYCH	C2 domain-containing protein	EGW08_002066	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	833	GO:0016020
A0A3S1AF54	unreviewed	A0A3S1AF54_ELYCH	Calcitonin peptide-like domain-containing protein	EGW08_001990	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	148	
A0A3S1AF63	unreviewed	A0A3S1AF63_ELYCH	Coiled-coil domain-containing protein 149	EGW08_002004	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	404	
A0A3S1AF80	unreviewed	A0A3S1AF80_ELYCH	XPG N-terminal domain-containing protein	EGW08_002022	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	824	GO:0004518
A0A3S1AF89	unreviewed	A0A3S1AF89_ELYCH	C-type lectin domain-containing protein	EGW08_001951	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	171	
A0A3S1AFA8	unreviewed	A0A3S1AFA8_ELYCH	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein	EGW08_001909	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	516	GO:0008299; GO:0070567
A0A3S1AFB7	unreviewed	A0A3S1AFB7_ELYCH	TRAF3-interacting protein 1 N-terminal domain-containing protein	EGW08_001926	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	654	GO:0008017
A0A3S1AFC3	unreviewed	A0A3S1AFC3_ELYCH	VWFA domain-containing protein	EGW08_001840	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1062	
A0A3S1AFD1	unreviewed	A0A3S1AFD1_ELYCH	C2H2-type domain-containing protein	EGW08_001855	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	178	
A0A3S1AFD6	unreviewed	A0A3S1AFD6_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_001872	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	364	GO:0005886; GO:0008528
A0A3S1AFE3	unreviewed	A0A3S1AFE3_ELYCH	Uncharacterized protein	EGW08_001892	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	162	
A0A3S1AFE7	unreviewed	A0A3S1AFE7_ELYCH	Synaptogyrin	EGW08_001825	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	220	GO:0016020
A0A3S1AFF2	unreviewed	A0A3S1AFF2_ELYCH	Uncharacterized protein	EGW08_001776	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	
A0A3S1AFF9	unreviewed	A0A3S1AFF9_ELYCH	START domain-containing protein	EGW08_001799	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	221	GO:0008289
A0A3S1AFG5	unreviewed	A0A3S1AFG5_ELYCH	Macroglobulin domain-containing protein	EGW08_001736	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	414	
A0A3S1AFH3	unreviewed	A0A3S1AFH3_ELYCH	PDZ domain-containing protein	EGW08_001750	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	482	GO:0004252; GO:0006508
A0A3S1AFH8	unreviewed	A0A3S1AFH8_ELYCH	H-type lectin domain-containing protein	EGW08_001768	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	292	GO:0007155; GO:0030246
A0A3S1AFI9	unreviewed	A0A3S1AFI9_ELYCH	HAT C-terminal dimerisation domain-containing protein	EGW08_001694	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	285	GO:0046983
A0A3S1AFJ4	unreviewed	A0A3S1AFJ4_ELYCH	Integrase catalytic domain-containing protein	EGW08_001710	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	975	GO:0003676; GO:0015074
A0A3S1AFK3	unreviewed	A0A3S1AFK3_ELYCH	Uncharacterized protein	EGW08_001730	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	241	
A0A3S1AFL0	unreviewed	A0A3S1AFL0_ELYCH	Uncharacterized protein	EGW08_001659	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1008	GO:0005789; GO:0006888
A0A3S1AFL6	unreviewed	A0A3S1AFL6_ELYCH	LIM zinc-binding domain-containing protein	EGW08_001679	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	411	GO:0007165; GO:0046872
A0A3S1AFN0	unreviewed	A0A3S1AFN0_ELYCH	Uncharacterized protein	EGW08_001630	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	228	
A0A3S1AFP0	unreviewed	A0A3S1AFP0_ELYCH	Uncharacterized protein	EGW08_001556	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	392	
A0A3S1AFQ5	unreviewed	A0A3S1AFQ5_ELYCH	Transcription initiation factor TFIID subunit 13	EGW08_001504	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	159	GO:0005634; GO:0006366; GO:0046982
A0A3S1AFR6	unreviewed	A0A3S1AFR6_ELYCH	Uncharacterized protein	EGW08_001528	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2196	
A0A3S1AFS3	unreviewed	A0A3S1AFS3_ELYCH	ABC-2 type transporter transmembrane domain-containing protein	EGW08_001546	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	213	GO:0016020
A0A3S1AFT2	unreviewed	A0A3S1AFT2_ELYCH	C2H2-type domain-containing protein	EGW08_001478	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	115	
A0A3S1AFT9	unreviewed	A0A3S1AFT9_ELYCH	Uncharacterized protein	EGW08_001491	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	298	
A0A3S1AFU5	unreviewed	A0A3S1AFU5_ELYCH	Centrosomal protein of 135 kDa	EGW08_001413	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1023	
A0A3S1AFV5	unreviewed	A0A3S1AFV5_ELYCH	Uncharacterized protein	EGW08_001431	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	216	GO:0016020
A0A3S1AFW1	unreviewed	A0A3S1AFW1_ELYCH	Sodium-coupled monocarboxylate transporter 1	EGW08_001446	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	608	GO:0016020; GO:0022857
A0A3S1AFW7	unreviewed	A0A3S1AFW7_ELYCH	C2 domain-containing protein	EGW08_001356	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	564	GO:0016020
A0A3S1AFY3	unreviewed	A0A3S1AFY3_ELYCH	RING-type domain-containing protein	EGW08_001387	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	367	GO:0046872
A0A3S1AFZ0	unreviewed	A0A3S1AFZ0_ELYCH	Uncharacterized protein	EGW08_001294	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	128	
A0A3S1AG11	unreviewed	A0A3S1AG11_ELYCH	Cadherin domain-containing protein	EGW08_001254	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	370	GO:0005509; GO:0005886; GO:0007156
A0A3S1AG18	unreviewed	A0A3S1AG18_ELYCH	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)	EGW08_001274	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	321	GO:0008033; GO:0046872; GO:0061711
A0A3S1AG26	unreviewed	A0A3S1AG26_ELYCH	Uncharacterized protein	EGW08_001290	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	557	
A0A3S1AG38	unreviewed	A0A3S1AG38_ELYCH	EF-hand domain-containing protein	EGW08_001242	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1520	GO:0005509
A0A3S1AG46	unreviewed	A0A3S1AG46_ELYCH	Endothelin-converting enzyme 1	EGW08_001171	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	793	GO:0004222; GO:0006508; GO:0016020; GO:0046872
A0A3S1AG51	unreviewed	A0A3S1AG51_ELYCH	Eukaryotic translation initiation factor 4 gamma 1-like	EGW08_001190	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1808	GO:0003723; GO:0003743
A0A3S1AG60	unreviewed	A0A3S1AG60_ELYCH	Uncharacterized protein	EGW08_001206	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	396	
A0A3S1AG64	unreviewed	A0A3S1AG64_ELYCH	Uncharacterized protein	EGW08_001122	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	719	
A0A3S1AG69	unreviewed	A0A3S1AG69_ELYCH	Uncharacterized protein	EGW08_001141	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	285	
A0A3S1AG78	unreviewed	A0A3S1AG78_ELYCH	C2 domain-containing protein	EGW08_001049	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	937	GO:0005544
A0A3S1AG84	unreviewed	A0A3S1AG84_ELYCH	Abnormal spindle-like microcephaly-associated protein ASH domain-containing protein	EGW08_001065	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1513	
A0A3S1AG94	unreviewed	A0A3S1AG94_ELYCH	Uncharacterized protein	EGW08_001090	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	757	
A0A3S1AGA3	unreviewed	A0A3S1AGA3_ELYCH	Uncharacterized protein	EGW08_001000	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	305	
A0A3S1AGA8	unreviewed	A0A3S1AGA8_ELYCH	MBD domain-containing protein	EGW08_001022	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	964	GO:0003677; GO:0005634
A0A3S1AGC9	unreviewed	A0A3S1AGC9_ELYCH	TNFR-Cys domain-containing protein	EGW08_000974	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	142	
A0A3S1AGF5	unreviewed	A0A3S1AGF5_ELYCH	Flavin reductase like domain-containing protein	EGW08_000925	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	379	GO:0010181; GO:0016491
A0A3S1AGG8	unreviewed	A0A3S1AGG8_ELYCH	RING finger and CHY zinc finger domain-containing protein 1	EGW08_000860	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	281	GO:0008270
A0A3S1AGH4	unreviewed	A0A3S1AGH4_ELYCH	Uncharacterized protein	EGW08_000877	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	182	
A0A3S1AGI1	unreviewed	A0A3S1AGI1_ELYCH	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	EGW08_000894	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	264	GO:0005509; GO:0110165
A0A3S1AGI8	unreviewed	A0A3S1AGI8_ELYCH	COG complex component COG2 C-terminal domain-containing protein	EGW08_000825	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	202	GO:0007030; GO:0015031; GO:0016020
A0A3S1AGJ4	unreviewed	A0A3S1AGJ4_ELYCH	Apple domain-containing protein	EGW08_000841	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	201	
A0A3S1AGJ8	unreviewed	A0A3S1AGJ8_ELYCH	PDEase domain-containing protein	EGW08_000856	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	325	GO:0004114; GO:0007165; GO:0046872
A0A3S1AGK4	unreviewed	A0A3S1AGK4_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_000780	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	370	GO:0005886; GO:0008528
A0A3S1AGK9	unreviewed	A0A3S1AGK9_ELYCH	Uncharacterized protein	EGW08_000798	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	230	
A0A3S1AGL5	unreviewed	A0A3S1AGL5_ELYCH	Uncharacterized protein	EGW08_000714	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	155	
A0A3S1AGM3	unreviewed	A0A3S1AGM3_ELYCH	PiggyBac transposable element-derived protein domain-containing protein	EGW08_000729	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	202	
A0A3S1AGN2	unreviewed	A0A3S1AGN2_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_000747	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	294	GO:0004930; GO:0016020
A0A3S1AGN9	unreviewed	A0A3S1AGN9_ELYCH	Uncharacterized protein	EGW08_000659	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	574	GO:0000398; GO:0071013
A0A3S1AGP7	unreviewed	A0A3S1AGP7_ELYCH	Superoxide dismutase copper/zinc binding domain-containing protein	EGW08_000675	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	656	GO:0006801; GO:0046872
A0A3S1AGQ4	unreviewed	A0A3S1AGQ4_ELYCH	Uncharacterized protein	EGW08_000567	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	289	
A0A3S1AGR1	unreviewed	A0A3S1AGR1_ELYCH	Uncharacterized protein	EGW08_000582	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	117	
A0A3S1AGS1	unreviewed	A0A3S1AGS1_ELYCH	Uncharacterized protein	EGW08_000621	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	309	
A0A3S1AGT0	unreviewed	A0A3S1AGT0_ELYCH	PPC domain-containing protein	EGW08_000636	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	148	
A0A3S1AGU3	unreviewed	A0A3S1AGU3_ELYCH	PH domain-containing protein	EGW08_000520	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1372	GO:0007165
A0A3S1AGV7	unreviewed	A0A3S1AGV7_ELYCH	Ovule protein	EGW08_000558	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	92	
A0A3S1AGW6	unreviewed	A0A3S1AGW6_ELYCH	C2H2-type domain-containing protein	EGW08_000458	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	106	GO:0005634; GO:0046872
A0A3S1AGX6	unreviewed	A0A3S1AGX6_ELYCH	5-oxoprolinase	EGW08_000477	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1268	GO:0016787
A0A3S1AGY3	unreviewed	A0A3S1AGY3_ELYCH	BTB domain-containing protein	EGW08_000365	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	614	
A0A3S1AGZ1	unreviewed	A0A3S1AGZ1_ELYCH	Fibronectin type-III domain-containing protein	EGW08_000382	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1071	
A0A3S1AGZ7	unreviewed	A0A3S1AGZ7_ELYCH	RRM domain-containing protein	EGW08_000399	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	617	GO:0003730; GO:0045182
A0A3S1AH02	unreviewed	A0A3S1AH02_ELYCH	DUF4200 domain-containing protein	EGW08_000415	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	469	
A0A3S1AH10	unreviewed	A0A3S1AH10_ELYCH	SUEL-type lectin domain-containing protein	EGW08_000435	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	485	
A0A3S1AH17	unreviewed	A0A3S1AH17_ELYCH	RNA 2-O ribose methyltransferase substrate binding domain-containing protein	EGW08_000281	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	202	GO:0003723; GO:0005737; GO:0006396; GO:0008173
A0A3S1AH25	unreviewed	A0A3S1AH25_ELYCH	Secreted protein	EGW08_000295	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	350	
A0A3S1AH33	unreviewed	A0A3S1AH33_ELYCH	Integrase catalytic domain-containing protein	EGW08_000310	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	270	GO:0003676; GO:0015074
A0A3S1AH37	unreviewed	A0A3S1AH37_ELYCH	Ribosomal protein S11	EGW08_000327	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	199	GO:0003735; GO:0005840; GO:0006412; GO:1990904
A0A3S1AH41	unreviewed	A0A3S1AH41_ELYCH	Methyltransferase type 11 domain-containing protein	EGW08_000340	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	282	GO:0008168
A0A3S1AH47	unreviewed	A0A3S1AH47_ELYCH	Uncharacterized protein	EGW08_000172	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	128	GO:0016020
A0A3S1AH61	unreviewed	A0A3S1AH61_ELYCH	Protein SHQ1 homolog	EGW08_000221	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	490	GO:0000493
A0A3S1AH65	unreviewed	A0A3S1AH65_ELYCH	Ufm1-specific protease 1	EGW08_000243	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	230	
A0A3S1AH71	unreviewed	A0A3S1AH71_ELYCH	Uncharacterized protein	EGW08_000262	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	211	
A0A3S1AH80	unreviewed	A0A3S1AH80_ELYCH	Activator of Hsp90 ATPase AHSA1-like N-terminal domain-containing protein	EGW08_000096	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	345	GO:0001671; GO:0051087
A0A3S1AH85	unreviewed	A0A3S1AH85_ELYCH	Nucleoplasmin core domain-containing protein	EGW08_000114	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	285	GO:0005634
A0A3S1AH91	unreviewed	A0A3S1AH91_ELYCH	Uncharacterized protein	EGW08_000129	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	101	
A0A3S1AH96	unreviewed	A0A3S1AH96_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_000155	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	364	GO:0004930; GO:0016020
A0A3S1AHA1	unreviewed	A0A3S1AHA1_ELYCH	LRRNT domain-containing protein	EGW08_000026	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	282	
A0A3S1AHA6	unreviewed	A0A3S1AHA6_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_000048	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	523	
A0A3S1AHB1	unreviewed	A0A3S1AHB1_ELYCH	Replication termination factor 2 (Replication termination factor 2 domain-containing protein 1)	EGW08_000063	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	303	GO:0005634; GO:1902979
A0A3S1AHB6	unreviewed	A0A3S1AHB6_ELYCH	DNL-type domain-containing protein	EGW08_000088	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	274	GO:0008270
A0A3S1APQ3	unreviewed	A0A3S1APQ3_ELYCH	Kazal-like domain-containing protein	EGW08_023859	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	118	
A0A3S1APR2	unreviewed	A0A3S1APR2_ELYCH	Uncharacterized protein	EGW08_023842	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	213	
A0A3S1APR9	unreviewed	A0A3S1APR9_ELYCH	Uncharacterized protein	EGW08_023827	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	218	
A0A3S1APS9	unreviewed	A0A3S1APS9_ELYCH	Reverse transcriptase domain-containing protein	EGW08_023794	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	227	
A0A3S1APT4	unreviewed	A0A3S1APT4_ELYCH	HAT C-terminal dimerisation domain-containing protein	EGW08_023773	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	427	
A0A3S1APU0	unreviewed	A0A3S1APU0_ELYCH	Smr domain-containing protein	EGW08_023760	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	222	
A0A3S1APW2	unreviewed	A0A3S1APW2_ELYCH	ABC transporter domain-containing protein	EGW08_023703	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	507	GO:0000049; GO:0005524; GO:0016887; GO:0019843; GO:0045900
A0A3S1APW6	unreviewed	A0A3S1APW6_ELYCH	ISXO2-like transposase domain-containing protein	EGW08_023678	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	333	
A0A3S1APX4	unreviewed	A0A3S1APX4_ELYCH	Uncharacterized protein	EGW08_023664	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	406	GO:0003676
A0A3S1APX8	unreviewed	A0A3S1APX8_ELYCH	Uncharacterized protein	EGW08_023648	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	117	
A0A3S1APY2	unreviewed	A0A3S1APY2_ELYCH	Death domain-containing protein	EGW08_023635	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	137	
A0A3S1APY9	unreviewed	A0A3S1APY9_ELYCH	LEM domain-containing protein	EGW08_023618	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	775	
A0A3S1APZ2	unreviewed	A0A3S1APZ2_ELYCH	Sulfotransferase domain-containing protein	EGW08_023602	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	334	GO:0008146; GO:0016020
A0A3S1APZ5	unreviewed	A0A3S1APZ5_ELYCH	Uncharacterized protein	EGW08_023584	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	576	
A0A3S1APZ9	unreviewed	A0A3S1APZ9_ELYCH	RNase H type-1 domain-containing protein	EGW08_023566	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	402	GO:0003676; GO:0004523
A0A3S1AQ04	unreviewed	A0A3S1AQ04_ELYCH	VWFA domain-containing protein	EGW08_023550	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	404	
A0A3S1AQ24	unreviewed	A0A3S1AQ24_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_023504	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	338	
A0A3S1AQ30	unreviewed	A0A3S1AQ30_ELYCH	Uncharacterized protein	EGW08_023484	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	116	
A0A3S1AQ37	unreviewed	A0A3S1AQ37_ELYCH	Uncharacterized protein	EGW08_023466	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	223	
A0A3S1AQ48	unreviewed	A0A3S1AQ48_ELYCH	C2H2-type domain-containing protein	EGW08_023435	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	173	
A0A3S1AQ55	unreviewed	A0A3S1AQ55_ELYCH	Choline/carnitine acyltransferase domain-containing protein	EGW08_023424	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	101	GO:0006635; GO:0016746
A0A3S1AQ60	unreviewed	A0A3S1AQ60_ELYCH	GT23 domain-containing protein	EGW08_023408	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	292	
A0A3S1AQ67	unreviewed	A0A3S1AQ67_ELYCH	Bacterial type II secretion system protein E domain-containing protein	EGW08_023392	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	454	
A0A3S1AQ72	unreviewed	A0A3S1AQ72_ELYCH	Retrotransposon gag domain-containing protein	EGW08_023376	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	294	
A0A3S1AQ74	unreviewed	A0A3S1AQ74_ELYCH	Alpha-macroglobulin receptor-binding domain-containing protein	EGW08_023358	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	151	GO:0005576; GO:0016020
A0A3S1AQ83	unreviewed	A0A3S1AQ83_ELYCH	CUB domain-containing protein	EGW08_023344	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	220	
A0A3S1AQ90	unreviewed	A0A3S1AQ90_ELYCH	TVP38/TMEM64 family membrane protein	EGW08_023332	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	183	GO:0016020
A0A3S1AQA0	unreviewed	A0A3S1AQA0_ELYCH	Uncharacterized protein	EGW08_023314	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	728	
A0A3S1AQC2	unreviewed	A0A3S1AQC2_ELYCH	CCHC-type domain-containing protein	EGW08_023258	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	272	GO:0003676; GO:0008270
A0A3S1AQC6	unreviewed	A0A3S1AQC6_ELYCH	Uncharacterized protein	EGW08_023238	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	103	
A0A3S1AQD3	unreviewed	A0A3S1AQD3_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_023222	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	138	GO:0005886; GO:0008528
